Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Month,Duration,Campaign,P-days,Previous,P-outcome,Y
33,Blue-collar,Married,Secondary,No,-241,Yes,Yes,N/A,27,May,169,1,-1,0,N/A,No
50,Blue-collar,Divorced,Primary,No,1545,Yes,No,Cellular,20,November,25,1,-1,0,N/A,No
59,Retired,Divorced,Secondary,No,1026,No,No,N/A,5,November,669,1,-1,0,N/A,Yes
58,Housemaid,Married,Primary,No,435,Yes,No,Telephone,28,July,122,6,-1,0,N/A,No
54,Technician,Married,Tertiary,No,876,No,No,Cellular,27,October,269,3,541,3,Success,Yes
60,Blue-collar,Married,Secondary,No,1801,No,No,Telephone,29,October,167,1,-1,0,N/A,No
38,Management,Married,Tertiary,No,2278,Yes,Yes,Cellular,13,May,244,1,-1,0,N/A,No
39,Blue-collar,Married,N/A,No,157,Yes,No,N/A,30,May,99,6,-1,0,N/A,No
40,Admin.,Married,Secondary,No,1327,Yes,Yes,N/A,26,May,76,2,-1,0,N/A,No
55,Blue-collar,Married,Primary,No,284,No,Yes,Telephone,14,July,252,4,-1,0,N/A,No
36,Management,Married,Tertiary,No,495,No,No,Cellular,12,March,213,3,182,6,Success,Yes
31,Admin.,Single,Secondary,No,1588,Yes,No,N/A,3,June,14,1,-1,0,N/A,No
38,Services,Married,Secondary,No,0,Yes,No,Telephone,28,July,121,2,-1,0,N/A,No
52,Management,Married,Secondary,No,428,Yes,No,N/A,30,May,153,1,-1,0,N/A,No
45,Admin.,Married,Primary,No,542,No,No,Cellular,11,May,8,5,350,3,other,No
32,Blue-collar,Married,Primary,No,66,No,No,Cellular,19,November,244,1,-1,0,N/A,No
58,Blue-collar,Divorced,Secondary,No,314,No,No,N/A,25,June,67,2,-1,0,N/A,No
35,Management,Married,Tertiary,No,24,Yes,No,Cellular,8,April,169,1,231,2,Failure,No
36,Management,Single,Tertiary,No,613,No,No,Cellular,7,August,86,2,-1,0,N/A,No
55,Retired,Married,Secondary,No,1467,No,Yes,Cellular,29,July,277,2,-1,0,N/A,No
45,Blue-collar,Married,Secondary,No,192,Yes,No,Cellular,13,May,154,5,176,1,other,No
49,Management,Married,Secondary,No,321,No,No,N/A,9,June,135,3,-1,0,N/A,No
44,Blue-collar,Married,Secondary,No,788,Yes,No,Cellular,17,April,392,1,-1,0,N/A,No
37,Blue-collar,Divorced,Secondary,No,48,Yes,No,N/A,8,May,133,2,-1,0,N/A,No
35,Blue-collar,Married,Secondary,No,262,No,No,Cellular,2,July,96,2,109,4,Success,No
36,Blue-collar,Married,Secondary,No,4438,Yes,No,N/A,20,May,446,1,-1,0,N/A,Yes
44,Services,Single,Secondary,No,5045,Yes,No,Cellular,21,November,20,6,175,15,other,No
32,Blue-collar,Single,Tertiary,No,3014,Yes,No,Cellular,7,May,291,2,-1,0,N/A,No
56,Management,Married,Tertiary,No,21664,No,No,N/A,17,June,214,8,-1,0,N/A,No
32,Management,Married,Tertiary,No,5878,No,No,Cellular,19,August,159,2,-1,0,N/A,No
35,Entrepreneur,Married,Tertiary,No,2723,Yes,Yes,Cellular,8,August,275,4,-1,0,N/A,No
44,Management,Married,Secondary,No,576,Yes,No,N/A,8,May,128,3,-1,0,N/A,No
59,Entrepreneur,Married,Primary,No,0,No,No,Telephone,19,November,207,2,153,1,Failure,No
31,Blue-collar,Single,Tertiary,No,2197,Yes,No,N/A,23,May,146,3,-1,0,N/A,No
60,Blue-collar,Married,N/A,No,104,Yes,No,N/A,5,May,22,1,-1,0,N/A,No
33,Technician,Single,Secondary,No,1279,Yes,No,Cellular,18,May,239,2,349,3,Success,No
45,Admin.,Married,Secondary,No,295,Yes,No,Cellular,23,July,92,1,-1,0,N/A,No
45,Blue-collar,Married,Primary,No,2128,Yes,No,N/A,19,May,149,4,-1,0,N/A,No
57,Admin.,Married,Secondary,No,367,No,No,Telephone,16,November,107,2,-1,0,N/A,No
36,Management,Married,Tertiary,No,1477,No,No,Cellular,7,August,71,2,-1,0,N/A,No
30,Blue-collar,Single,Primary,No,71,Yes,No,N/A,19,May,122,6,-1,0,N/A,No
30,Admin.,Single,Secondary,No,127,Yes,No,Cellular,18,May,16,6,368,1,other,No
59,Unemployed,Divorced,Secondary,No,2921,No,No,Telephone,3,February,251,1,-1,0,N/A,No
58,Management,Married,Tertiary,No,16264,No,No,Telephone,17,November,215,3,-1,0,N/A,No
49,Retired,Married,Primary,No,1672,No,No,Cellular,17,July,128,3,-1,0,N/A,No
48,Technician,Married,Tertiary,No,9207,No,No,Cellular,18,August,445,3,-1,0,N/A,No
28,Technician,Single,Tertiary,No,356,No,No,Cellular,2,March,76,2,-1,0,N/A,No
59,Management,Divorced,Primary,No,133,Yes,No,Cellular,9,July,206,1,-1,0,N/A,No
40,Management,Married,Tertiary,No,1217,Yes,Yes,Cellular,18,November,155,1,-1,0,N/A,No
32,Technician,Divorced,Secondary,No,202,Yes,No,Cellular,4,February,429,1,201,1,Failure,No
58,Blue-collar,Married,Secondary,No,590,No,Yes,N/A,5,June,133,1,-1,0,N/A,No
28,Self-employed,Single,Tertiary,No,442,No,No,Cellular,19,June,474,3,95,3,other,Yes
27,Technician,Single,Tertiary,No,808,Yes,No,Cellular,15,May,578,1,364,1,other,No
38,Management,Single,Tertiary,No,427,Yes,No,Cellular,6,May,17,3,169,2,Failure,No
53,Technician,Married,Tertiary,No,431,Yes,No,N/A,11,June,74,1,-1,0,N/A,No
60,Services,Married,Tertiary,No,4256,Yes,No,Cellular,16,August,239,3,761,1,other,Yes
33,Management,Divorced,Tertiary,No,0,Yes,Yes,Cellular,19,August,275,8,-1,0,N/A,No
52,Services,Divorced,Secondary,No,238,Yes,No,Cellular,6,May,101,1,362,5,other,No
64,Retired,Married,Tertiary,No,846,No,No,Cellular,11,February,671,1,181,3,Failure,Yes
40,Blue-collar,Single,Secondary,No,3,No,No,Cellular,19,November,998,1,-1,0,N/A,Yes
52,Admin.,Married,Secondary,No,693,No,No,N/A,12,June,271,1,-1,0,N/A,No
28,Student,Single,Secondary,No,0,Yes,No,N/A,15,May,133,3,-1,0,N/A,No
49,Management,Married,Secondary,No,362,Yes,No,N/A,4,June,84,2,-1,0,N/A,No
28,Technician,Single,Secondary,No,618,Yes,No,Cellular,7,May,281,1,-1,0,N/A,No
29,Technician,Single,Tertiary,No,2893,Yes,No,N/A,3,June,250,1,-1,0,N/A,No
87,Retired,Married,Primary,No,230,No,No,Cellular,30,October,144,1,-1,0,N/A,Yes
37,Management,Divorced,Secondary,No,1287,Yes,No,Cellular,14,May,432,1,-1,0,N/A,No
36,Services,Married,Primary,No,179,No,No,N/A,9,June,411,1,-1,0,N/A,No
35,Self-employed,Married,Tertiary,No,980,No,No,Cellular,2,August,428,2,336,6,Failure,No
33,Admin.,Married,Tertiary,No,79,Yes,No,Cellular,22,October,249,2,335,2,Failure,Yes
60,Admin.,Married,Secondary,No,3043,No,No,Cellular,19,August,235,3,-1,0,N/A,No
25,Management,Single,Tertiary,No,808,No,No,Cellular,18,September,267,2,114,2,Failure,Yes
69,Retired,Married,Secondary,No,745,No,No,Telephone,9,September,595,1,-1,0,N/A,No
41,Student,Married,Secondary,No,1309,No,No,N/A,20,June,28,4,-1,0,N/A,No
48,Management,Single,Secondary,No,290,Yes,No,Cellular,21,July,257,2,-1,0,N/A,No
35,Blue-collar,Divorced,Primary,No,1792,Yes,No,Cellular,31,July,630,6,-1,0,N/A,Yes
30,Blue-collar,Single,Secondary,No,178,Yes,No,N/A,20,May,747,5,-1,0,N/A,No
59,Management,Married,Tertiary,No,0,No,No,Cellular,27,August,87,4,-1,0,N/A,No
32,Management,Single,Tertiary,No,537,No,No,N/A,29,May,187,3,-1,0,N/A,No
28,Blue-collar,Single,Secondary,No,416,Yes,No,N/A,13,May,452,2,-1,0,N/A,No
60,Blue-collar,Married,Primary,No,1472,No,No,N/A,20,June,36,4,-1,0,N/A,No
36,Management,Married,Primary,No,3953,Yes,No,Cellular,19,November,277,1,-1,0,N/A,No
32,Management,Single,Tertiary,No,112,Yes,No,Cellular,5,May,118,1,-1,0,N/A,No
34,Management,Divorced,Tertiary,No,13204,Yes,Yes,Cellular,20,November,197,2,-1,0,N/A,No
58,Blue-collar,Married,Secondary,No,0,No,Yes,Cellular,14,April,101,5,-1,0,N/A,No
53,Management,Married,N/A,No,2240,Yes,No,Cellular,2,June,282,2,385,1,Success,Yes
31,Management,Married,Tertiary,No,22546,Yes,No,Cellular,14,May,8,6,267,4,Failure,No
33,Admin.,Married,Secondary,No,0,Yes,No,Telephone,17,July,1448,7,-1,0,N/A,Yes
46,Unemployed,Divorced,Primary,No,23,No,No,Cellular,21,November,344,1,-1,0,N/A,No
29,Blue-collar,Married,Secondary,No,228,Yes,No,Cellular,11,May,12,8,342,9,Failure,No
37,Self-employed,Married,Secondary,No,215,Yes,No,N/A,6,June,61,1,-1,0,N/A,No
58,Blue-collar,Married,Primary,No,23,Yes,No,N/A,20,May,91,6,-1,0,N/A,No
34,Management,Married,Secondary,No,293,Yes,No,N/A,21,May,162,3,-1,0,N/A,No
34,Blue-collar,Divorced,Secondary,No,0,No,Yes,N/A,21,May,339,1,-1,0,N/A,No
49,Entrepreneur,Married,Primary,No,199,No,No,N/A,13,May,113,2,-1,0,N/A,No
53,Admin.,Married,Secondary,No,459,No,No,Cellular,5,April,558,1,-1,0,N/A,Yes
42,Unemployed,Married,Secondary,No,8131,Yes,No,N/A,30,May,69,1,-1,0,N/A,No
40,Services,Married,Secondary,No,-378,Yes,Yes,Cellular,13,May,541,1,295,6,Failure,No
30,Blue-collar,Single,Primary,No,395,No,No,Cellular,21,November,429,1,-1,0,N/A,No
31,Technician,Divorced,Secondary,No,10787,Yes,No,N/A,4,June,135,2,-1,0,N/A,No
55,Admin.,Married,Secondary,No,865,Yes,No,Cellular,27,October,96,1,111,3,Failure,No
36,Management,Married,Tertiary,No,340,Yes,No,Cellular,20,April,68,2,-1,0,N/A,No
31,Blue-collar,Single,Secondary,No,1882,No,No,Cellular,7,May,529,2,-1,0,N/A,No
26,Management,Married,Tertiary,No,265,No,No,Cellular,30,January,650,2,-1,0,N/A,No
31,Admin.,Married,Secondary,No,389,Yes,No,Cellular,7,December,69,1,185,2,Failure,No
49,Admin.,Married,Secondary,No,0,Yes,Yes,Cellular,29,July,71,7,-1,0,N/A,No
54,Management,Married,Tertiary,No,384,Yes,No,Cellular,12,May,30,7,-1,0,N/A,No
47,Management,Divorced,Tertiary,No,94,Yes,No,Cellular,31,July,9,19,-1,0,N/A,No
61,Management,Married,Secondary,No,1471,No,No,Cellular,12,August,331,2,-1,0,N/A,No
49,Blue-collar,Married,Primary,No,937,Yes,No,N/A,12,June,66,1,-1,0,N/A,No
51,Technician,Married,Secondary,No,500,Yes,No,Cellular,20,November,26,6,-1,0,N/A,No
53,Blue-collar,Married,Primary,No,25,Yes,No,N/A,6,May,266,3,-1,0,N/A,No
35,Management,Married,Tertiary,No,365,No,No,Cellular,21,November,168,2,-1,0,N/A,No
25,Unemployed,Single,Secondary,No,34,No,Yes,N/A,4,July,316,1,-1,0,N/A,No
79,Retired,Married,Primary,No,429,No,No,Telephone,8,July,1006,2,-1,0,N/A,Yes
53,Technician,Married,Primary,No,6839,Yes,No,Cellular,19,November,77,1,-1,0,N/A,No
21,Student,Single,Secondary,No,6,No,No,N/A,9,May,622,1,-1,0,N/A,No
33,Blue-collar,Married,Secondary,No,467,Yes,No,N/A,21,May,494,2,-1,0,N/A,No
40,Self-employed,Divorced,Secondary,No,1876,No,Yes,N/A,20,June,269,1,-1,0,N/A,No
34,Entrepreneur,Married,Secondary,No,1847,Yes,No,Cellular,9,April,543,3,321,6,Failure,No
52,N/A,Married,Primary,No,247,No,No,Cellular,29,July,268,6,-1,0,N/A,No
27,Admin.,Married,Secondary,No,897,No,No,Cellular,5,June,397,1,-1,0,N/A,Yes
57,Services,Divorced,Secondary,No,4664,No,No,Cellular,21,November,22,4,114,1,Failure,No
51,Self-employed,Divorced,Secondary,No,1291,Yes,No,N/A,3,June,51,2,-1,0,N/A,No
31,Student,Single,Tertiary,No,64,No,No,Cellular,15,September,208,1,105,2,Success,No
49,Unemployed,Married,Tertiary,No,-471,Yes,No,Cellular,20,November,77,3,185,7,Failure,No
32,Management,Single,Tertiary,No,1160,Yes,Yes,N/A,11,June,450,2,-1,0,N/A,No
28,Admin.,Single,Tertiary,No,14,No,No,Cellular,1,June,201,1,-1,0,N/A,No
33,Blue-collar,Married,Secondary,No,26,Yes,No,Cellular,17,April,342,3,332,1,other,No
50,Blue-collar,Married,N/A,No,452,No,No,Cellular,20,August,181,2,-1,0,N/A,No
42,Blue-collar,Single,Secondary,No,382,Yes,No,Cellular,13,May,294,1,-1,0,N/A,No
45,Admin.,Married,N/A,No,2033,No,No,Cellular,30,November,123,1,186,4,Failure,No
34,Unemployed,Married,Secondary,No,0,Yes,No,Cellular,13,May,172,1,-1,0,N/A,No
56,Admin.,Divorced,N/A,No,789,Yes,No,Cellular,8,May,1022,1,360,2,Failure,No
33,Blue-collar,Single,Secondary,No,142,Yes,No,Cellular,14,May,123,1,360,3,other,No
34,Admin.,Married,Secondary,No,645,Yes,No,N/A,19,May,420,1,-1,0,N/A,No
37,Blue-collar,Married,N/A,No,897,Yes,No,Cellular,13,April,119,2,280,2,Failure,No
37,Blue-collar,Married,Secondary,No,103,Yes,No,Cellular,12,May,153,1,-1,0,N/A,No
35,Admin.,Single,Secondary,No,847,Yes,No,Cellular,11,May,85,2,-1,0,N/A,No
38,N/A,Single,Tertiary,No,0,No,No,Cellular,11,September,260,3,95,3,Success,Yes
32,Blue-collar,Married,Secondary,No,517,Yes,No,N/A,5,May,528,1,-1,0,N/A,No
52,Technician,Single,Tertiary,No,1308,Yes,No,N/A,29,May,361,1,-1,0,N/A,No
49,Services,Married,Secondary,No,66,Yes,Yes,Cellular,21,November,59,4,-1,0,N/A,No
46,Management,Divorced,Secondary,No,361,Yes,No,N/A,19,May,86,7,-1,0,N/A,No
42,Entrepreneur,Married,Primary,Yes,66,Yes,Yes,Cellular,6,February,139,1,-1,0,N/A,No
36,Blue-collar,Married,N/A,No,70,Yes,No,N/A,8,May,219,4,-1,0,N/A,No
32,Services,Married,Secondary,No,180,Yes,No,Telephone,15,May,45,2,-1,0,N/A,No
49,Technician,Married,Tertiary,No,279,Yes,No,N/A,19,May,168,4,-1,0,N/A,No
46,Services,Married,Secondary,No,4,No,No,Cellular,30,April,268,1,261,5,other,Yes
40,Entrepreneur,Married,Secondary,No,1416,Yes,No,N/A,14,May,210,2,-1,0,N/A,No
36,Admin.,Married,Secondary,No,465,Yes,No,N/A,20,May,160,1,-1,0,N/A,No
36,Admin.,Married,Secondary,No,998,Yes,No,N/A,14,May,1044,2,-1,0,N/A,No
34,Technician,Married,Secondary,No,550,No,Yes,Cellular,9,July,601,1,-1,0,N/A,No
46,Management,Married,Tertiary,No,1285,Yes,No,N/A,27,May,89,1,-1,0,N/A,No
32,Services,Married,Tertiary,No,4908,No,Yes,Cellular,13,May,491,2,-1,0,N/A,No
32,Unemployed,Single,Tertiary,No,336,Yes,No,N/A,8,May,139,1,-1,0,N/A,No
32,Management,Single,Tertiary,No,131,No,No,N/A,3,June,267,3,-1,0,N/A,No
43,Management,Married,Tertiary,No,348,No,Yes,Cellular,15,July,88,3,-1,0,N/A,No
25,Self-employed,Single,Tertiary,No,453,Yes,No,Cellular,17,July,134,1,-1,0,N/A,No
55,Admin.,Married,Secondary,No,1102,Yes,No,N/A,15,May,126,2,-1,0,N/A,No
24,Admin.,Single,Secondary,No,926,Yes,Yes,Cellular,15,May,191,1,-1,0,N/A,No
40,Management,Divorced,Tertiary,No,502,Yes,No,Cellular,3,February,267,4,270,3,other,No
38,Management,Single,Tertiary,No,8669,Yes,No,Telephone,20,April,5,3,150,6,Failure,No
48,Blue-collar,Single,Primary,No,316,No,No,N/A,5,June,560,2,-1,0,N/A,No
36,Management,Married,Tertiary,No,9324,Yes,No,Cellular,30,March,138,8,-1,0,N/A,No
57,Management,Married,Tertiary,No,0,No,No,Cellular,19,August,188,4,-1,0,N/A,No
45,Admin.,Married,Secondary,No,72,Yes,Yes,Cellular,15,May,262,2,352,2,Failure,No
33,Self-employed,Single,Tertiary,No,61,No,No,Cellular,19,August,836,3,-1,0,N/A,Yes
38,Technician,Single,Secondary,No,173,No,No,Cellular,29,August,150,4,-1,0,N/A,No
26,Services,Single,Secondary,Yes,-162,Yes,No,Cellular,15,May,44,2,-1,0,N/A,No
30,Management,Single,Tertiary,No,47,No,Yes,Cellular,31,July,11,17,-1,0,N/A,No
55,Services,Divorced,Tertiary,No,1983,Yes,No,Telephone,19,November,123,1,-1,0,N/A,No
34,Blue-collar,Married,Secondary,No,326,Yes,Yes,N/A,15,May,150,2,-1,0,N/A,No
60,Admin.,Married,Secondary,No,2552,No,Yes,Cellular,30,January,255,2,2,4,other,No
36,Management,Single,Tertiary,No,1283,No,No,Cellular,18,August,92,5,-1,0,N/A,No
65,Housemaid,Married,Primary,No,2179,Yes,No,Cellular,4,September,112,7,-1,0,N/A,No
39,Self-employed,Married,Tertiary,No,1047,No,No,N/A,6,June,554,1,-1,0,N/A,Yes
52,Blue-collar,Married,Primary,No,36,No,No,Cellular,13,August,109,2,-1,0,N/A,No
55,Technician,Married,Secondary,Yes,-308,No,No,Cellular,2,February,781,1,-1,0,N/A,Yes
26,Management,Single,Tertiary,No,1177,No,No,Cellular,19,October,116,1,-1,0,N/A,No
40,Self-employed,Married,Primary,No,2077,Yes,No,Cellular,13,May,363,1,173,24,other,No
52,Entrepreneur,Married,Secondary,No,0,No,No,Cellular,7,August,82,2,-1,0,N/A,No
29,Self-employed,Married,Tertiary,No,1,No,No,Cellular,18,July,167,3,-1,0,N/A,No
41,Blue-collar,Married,Primary,No,7735,Yes,No,Cellular,20,November,220,1,190,1,Failure,No
30,Technician,Single,Tertiary,No,1922,Yes,No,Cellular,18,May,546,1,-1,0,N/A,No
28,Student,Single,Secondary,No,153,No,No,Cellular,23,July,1124,2,-1,0,N/A,Yes
26,Blue-collar,Married,Secondary,No,2770,Yes,No,N/A,8,May,141,1,-1,0,N/A,No
58,Management,Married,Secondary,No,139,No,No,Cellular,27,May,188,1,161,2,other,No
29,Management,Single,Tertiary,No,21,Yes,No,Cellular,14,May,107,4,371,3,Failure,No
48,Technician,Married,Secondary,No,178,Yes,No,N/A,17,June,320,4,-1,0,N/A,No
35,Blue-collar,Married,Secondary,No,444,Yes,No,Cellular,15,April,244,3,-1,0,N/A,No
26,Services,Single,Secondary,No,209,Yes,No,Cellular,22,July,319,2,-1,0,N/A,No
49,Blue-collar,Married,N/A,No,3096,No,No,N/A,16,June,147,2,-1,0,N/A,No
34,Admin.,Married,Secondary,No,5320,No,No,Cellular,3,March,114,6,467,5,other,No
32,Services,Married,Secondary,No,4885,Yes,Yes,Cellular,18,November,400,2,-1,0,N/A,No
31,Admin.,Married,Secondary,No,0,Yes,Yes,Cellular,18,November,79,3,-1,0,N/A,No
48,Unemployed,Married,Primary,No,5462,No,No,N/A,6,June,29,4,-1,0,N/A,No
40,Blue-collar,Married,Secondary,No,6767,Yes,No,Cellular,20,November,97,2,-1,0,N/A,No
42,Technician,Divorced,Secondary,No,2974,Yes,No,N/A,21,May,187,5,-1,0,N/A,No
48,Technician,Married,Secondary,No,427,No,No,N/A,14,May,201,1,-1,0,N/A,No
38,Services,Married,Secondary,No,8876,No,No,Cellular,2,February,280,1,75,1,Failure,No
53,Management,Married,Tertiary,No,146,No,No,N/A,30,May,150,1,-1,0,N/A,No
59,Retired,Divorced,Secondary,No,319,No,No,Cellular,24,July,129,1,-1,0,N/A,No
28,Unemployed,Single,Secondary,No,304,No,No,Cellular,14,June,516,1,-1,0,N/A,No
41,Blue-collar,Married,Primary,No,389,Yes,No,N/A,16,June,127,2,-1,0,N/A,No
50,Management,Single,Primary,No,766,No,No,N/A,17,June,174,2,-1,0,N/A,No
31,Admin.,Married,Secondary,No,0,Yes,No,Cellular,29,July,82,5,-1,0,N/A,No
30,Technician,Single,Secondary,No,3107,Yes,No,N/A,3,June,1516,2,-1,0,N/A,No
59,Admin.,Divorced,Secondary,No,174,Yes,No,N/A,16,May,204,1,-1,0,N/A,No
33,Technician,Divorced,Secondary,Yes,-305,No,Yes,N/A,9,May,109,1,-1,0,N/A,No
35,Self-employed,Married,Secondary,No,670,No,No,Cellular,9,July,378,1,-1,0,N/A,No
30,Management,Single,Tertiary,No,6164,Yes,No,N/A,27,May,152,11,-1,0,N/A,No
71,Retired,Married,Secondary,No,2850,No,No,Cellular,17,February,185,1,-1,0,N/A,Yes
30,Services,Single,Primary,No,79,Yes,No,Cellular,15,May,317,1,-1,0,N/A,No
24,Services,Married,Secondary,Yes,110,Yes,No,N/A,23,May,27,1,-1,0,N/A,No
34,Technician,Single,Secondary,No,5039,No,No,Cellular,20,November,205,6,-1,0,N/A,No
34,Blue-collar,Married,Secondary,No,360,Yes,No,Telephone,19,November,46,1,182,2,Failure,No
52,Admin.,Married,Secondary,No,199,No,No,Cellular,28,January,978,2,189,1,other,No
33,Self-employed,Single,Secondary,No,238,Yes,Yes,Cellular,5,February,45,5,-1,0,N/A,No
38,Blue-collar,Married,Secondary,No,5092,Yes,No,N/A,17,June,145,6,-1,0,N/A,No
41,Admin.,Divorced,Secondary,No,1088,Yes,No,Cellular,28,January,138,1,-1,0,N/A,No
42,Management,Divorced,Tertiary,No,221,Yes,No,N/A,7,May,720,2,-1,0,N/A,No
38,Blue-collar,Divorced,Secondary,No,889,No,Yes,N/A,18,June,362,1,-1,0,N/A,No
48,Blue-collar,Married,Primary,No,750,Yes,No,Cellular,18,May,90,6,-1,0,N/A,No
34,Technician,Single,Secondary,No,0,Yes,Yes,N/A,16,May,214,1,-1,0,N/A,No
46,Blue-collar,Married,Primary,No,1291,Yes,No,Cellular,14,May,142,3,259,17,Failure,No
33,Technician,Married,Secondary,No,1844,Yes,No,N/A,29,May,241,3,-1,0,N/A,No
40,Management,Married,Tertiary,No,89,Yes,Yes,Telephone,9,February,148,6,-1,0,N/A,No
36,Admin.,Married,Secondary,No,4280,No,No,N/A,19,June,227,6,-1,0,N/A,No
32,Technician,Single,Secondary,No,0,No,No,Cellular,21,August,126,2,-1,0,N/A,No
33,Blue-collar,Married,Secondary,No,625,Yes,No,N/A,28,May,410,1,-1,0,N/A,No
55,Technician,Married,N/A,No,574,Yes,No,Cellular,29,January,243,2,-1,0,N/A,No
58,Management,Married,Primary,No,320,Yes,No,N/A,30,May,171,2,-1,0,N/A,No
25,Technician,Single,Tertiary,No,468,Yes,No,N/A,15,May,147,1,-1,0,N/A,No
47,Services,Married,Secondary,No,440,Yes,No,N/A,12,June,91,1,-1,0,N/A,No
40,Unemployed,Married,Secondary,No,0,Yes,No,Cellular,19,November,332,1,183,1,Failure,No
59,Retired,Married,Secondary,No,5706,Yes,No,Cellular,25,July,471,2,-1,0,N/A,No
40,Management,Married,Tertiary,No,7780,No,No,Telephone,4,May,364,1,355,1,other,No
30,Management,Married,Secondary,No,-559,Yes,Yes,Cellular,7,May,98,1,167,2,Failure,No
25,Entrepreneur,Single,Tertiary,No,16874,Yes,Yes,Cellular,15,May,117,2,-1,0,N/A,No
58,Retired,Married,Primary,No,1987,No,No,Telephone,14,July,185,4,-1,0,N/A,No
39,Entrepreneur,Married,N/A,No,98,Yes,No,Telephone,15,May,59,3,367,1,other,No
40,Self-employed,Married,Tertiary,No,642,No,No,Cellular,18,November,147,3,-1,0,N/A,No
38,Blue-collar,Married,Secondary,No,526,Yes,Yes,N/A,23,May,553,2,-1,0,N/A,No
66,Management,Single,Tertiary,No,6483,No,No,Cellular,13,August,275,1,-1,0,N/A,No
47,Management,Married,Tertiary,No,2306,No,No,Telephone,6,August,239,4,-1,0,N/A,Yes
37,Blue-collar,Married,Secondary,No,954,Yes,No,N/A,2,June,402,9,-1,0,N/A,No
36,Management,Single,Tertiary,No,-679,Yes,Yes,Cellular,7,May,172,1,93,1,Failure,No
50,Blue-collar,Married,Primary,No,-1,No,No,Cellular,19,August,195,2,-1,0,N/A,No
76,Retired,Married,Primary,No,2590,No,No,Telephone,9,February,68,12,-1,0,N/A,No
58,Management,Single,Tertiary,No,331,No,Yes,Cellular,28,July,82,3,-1,0,N/A,No
42,Admin.,Married,Secondary,No,4209,Yes,No,N/A,5,June,57,6,-1,0,N/A,No
58,Services,Divorced,Secondary,No,462,No,No,Cellular,13,November,495,1,93,1,Success,Yes
28,Self-employed,Single,Tertiary,No,0,Yes,No,Cellular,21,July,479,1,-1,0,N/A,No
41,Technician,Married,Secondary,No,0,No,No,Cellular,29,August,141,2,-1,0,N/A,No
30,Management,Married,Tertiary,No,151,No,No,Cellular,19,August,82,4,-1,0,N/A,No
32,Management,Divorced,Tertiary,No,883,Yes,No,Cellular,10,December,798,1,185,5,other,Yes
27,Services,Single,Secondary,No,266,No,Yes,Cellular,7,July,232,1,-1,0,N/A,No
48,Management,Married,Tertiary,No,0,No,No,Cellular,26,August,60,5,-1,0,N/A,No
36,Technician,Married,Tertiary,No,491,Yes,No,N/A,8,May,103,3,-1,0,N/A,No
54,Management,Married,Tertiary,No,3,No,Yes,Cellular,8,July,443,1,-1,0,N/A,No
36,Blue-collar,Married,Secondary,No,198,Yes,No,N/A,9,May,400,2,-1,0,N/A,No
52,Housemaid,Married,Secondary,No,14363,No,No,N/A,5,June,132,1,-1,0,N/A,No
34,Technician,Divorced,Secondary,No,0,Yes,Yes,Cellular,18,August,374,16,-1,0,N/A,No
43,Technician,Married,Secondary,No,136,No,No,Cellular,25,August,363,7,-1,0,N/A,Yes
32,Management,Single,Tertiary,No,28,No,No,Cellular,8,August,111,2,-1,0,N/A,No
33,Management,Single,Tertiary,No,335,No,No,Cellular,29,August,130,4,-1,0,N/A,No
51,Housemaid,Married,N/A,No,174,No,No,Telephone,29,July,308,3,-1,0,N/A,No
39,Unemployed,Married,Secondary,No,270,Yes,No,N/A,3,June,116,1,-1,0,N/A,No
44,Management,Single,Tertiary,No,1206,No,No,Cellular,9,July,160,2,-1,0,N/A,No
49,Housemaid,Divorced,Primary,No,198,Yes,No,N/A,13,May,205,3,-1,0,N/A,No
25,Technician,Married,Tertiary,No,914,Yes,No,Cellular,12,May,185,2,-1,0,N/A,No
39,Self-employed,Married,Secondary,No,31,Yes,No,Cellular,20,November,61,2,181,4,Failure,No
54,Technician,Married,Secondary,No,0,No,No,Telephone,14,August,159,2,106,6,Success,No
32,Management,Single,Tertiary,No,347,Yes,No,Cellular,18,May,213,1,264,6,Failure,No
36,Management,Married,Tertiary,No,860,Yes,No,N/A,20,May,294,15,-1,0,N/A,No
54,Technician,Married,Secondary,No,89,Yes,No,Cellular,10,July,140,3,-1,0,N/A,No
31,Technician,Married,Secondary,No,0,Yes,Yes,Cellular,28,January,71,1,223,9,other,No
45,Services,Married,Secondary,No,0,No,Yes,Cellular,8,July,47,7,-1,0,N/A,No
31,Admin.,Single,Secondary,No,68,Yes,No,Cellular,16,April,570,2,-1,0,N/A,No
45,Technician,Married,Secondary,No,-149,Yes,No,Cellular,14,July,287,2,-1,0,N/A,No
33,Services,Divorced,Secondary,No,2411,Yes,No,Cellular,23,October,130,1,161,1,Failure,Yes
46,Management,Divorced,Tertiary,No,225,Yes,No,Cellular,14,May,201,1,345,1,other,No
43,N/A,Single,Tertiary,No,2731,No,No,Cellular,21,November,11,7,-1,0,N/A,No
50,Management,Married,Tertiary,No,112,Yes,No,Cellular,4,November,70,5,85,5,other,No
44,Management,Divorced,Tertiary,No,0,No,No,Cellular,22,August,54,2,-1,0,N/A,No
42,Services,Married,Secondary,No,3620,Yes,No,N/A,27,May,22,16,-1,0,N/A,No
